OBJECTNUMMER;SELECTIE;FILTER;Naam;Sportvoorziening;Locatie;Omheining;Ondergrond;Verlichting;Omschrijving;Oppervlak;Foto;COORDS;CENTERLNG1;CENTERLAT1;CENTERLNG2;CENTERLAT2;
104;"BASKETBAL";"";"ABCOUDERPAD";"Basketbal";"Plein";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld met belijning";659;"Abcouderpad_2.jpg";"POINT(4.95628 52.308011)";4.95628;52.308011;4,95628;52,308011;
105;"BASKETBAL";"";"ENNALSSTRAAT";"Basketbal";"Plein";"Kooi open";"Asfalt";"Nee";"Basketbalveld met belijning, combi-veld, zitbanken naast veld";296;"MEnnalsstraat.jpg";"POINT(4.953779 52.317897)";4.953779;52.317897;4,953779;52,317897;
106;"BASKETBAL";"";"STRANDVLIETPAD";"Basketbal";"Plantsoen";"Geen";"Stoeptegels";"Nee";"Voetbalveld";102;"Strandvlietpad_2.jpg";"POINT(4.953373 52.320466)";4.953373;52.320466;4,953373;52,320466;
107;"BASKETBAL";"";"DUMASLAAN";"Basketbal";"Schoolplein";"Geen";"Stoeptegels";"Nee";"Basketbalpaal";502;"ADumaslaan.jpg";"POINT(4.941738 52.323793)";4.941738;52.323793;4,941738;52,323793;
108;"BASKETBAL";"";"SHAWSINGEL";"Basketbal";"Plantsoen";"Ballenvangers";"Stoeptegels";"Nee";"Basketbalpaal met belijning, zitbanken naast veld";169;"BShawsingel_2.jpg";"POINT(4.945675 52.321705)";4.945675;52.321705;4,945675;52,321705;
109;"BASKETBAL";"";"DUBBELINK";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";585;"Dubbelink.jpg";"POINT(4.948904 52.322912)";4.948904;52.322912;4,948904;52,322912;
110;"BASKETBAL";"";"DUBBELINK";"Basketbal";"Schoolplein";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";612;"Dubbelink.jpg";"POINT(4.949255 52.323066)";4.949255;52.323066;4,949255;52,323066;
111;"BASKETBAL";"";"NIEUWERSLUISHOF";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";539;"Nieuwersluishof.jpg";"POINT(4.959383 52.302503)";4.959383;52.302503;4,959383;52,302503;
112;"BASKETBAL";"";"OCHTENHOF";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";403;"Ochtenhof.jpg";"POINT(4.962968 52.29858)";4.962968;52.29858;4,962968;52,29858;
113;"BASKETBAL";"";"TEGELARIJPAD";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning";408;"Tegelarijpad.jpg";"POINT(4.969077 52.294305)";4.969077;52.294305;4,969077;52,294305;
114;"BASKETBAL";"";"SNODENHOEKPARK";"Basketbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";379;"Snodenhoekpark_2.jpg";"POINT(4.975406 52.289942)";4.975406;52.289942;4,975406;52,289942;
115;"BASKETBAL";"";"SCHONERWOERDSTRAAT";"Basketbal";"Schoolplein";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld met belijning";538;"Schonerwoerdstraat_2.jpg";"POINT(4.977041 52.293902)";4.977041;52.293902;4,977041;52,293902;
116;"BASKETBAL";"";"VOSPAD";"Basketbal";"Plantsoen";"Geen";"Gras";"Nee";"Voetbalveld";42;"WVospad_2.jpg";"POINT(4.991498 52.290059)";4.991498;52.290059;4,991498;52,290059;
117;"BASKETBAL";"";"WISSELOORDPLEIN";"Basketbal";"Plein";"Geen";"Asfalt";"Ja";"Basketbalveld met belijning, zitbanken naast veld";374;"Wisseloordplein_1.jpg";"POINT(4.988024 52.296627)";4.988024;52.296627;4,988024;52,296627;
118;"BASKETBAL";"";"PARKHOF";"Basketbal";"Plein";"Kooi open";"Asfalt";"Nee";"Basketbalveld met belijning";1053;"Parkhof_2.jpg";"POINT(4.979747 52.297695)";4.979747;52.297695;4,979747;52,297695;
119;"BASKETBAL";"";"VEENENDAALPLEIN";"Basketbal";"Plein";"Geen";"Stoeptegels";"Nee";"Basketbalpaal";56;"Veenendaalplein.jpg";"POINT(4.981086 52.300387)";4.981086;52.300387;4,981086;52,300387;
120;"BASKETBAL";"";"REIGERSBOSPAD";"Basketbal";"Park";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld met belijning";480;"Reigersbospad_5.jpg";"POINT(4.972326 52.302801)";4.972326;52.302801;4,972326;52,302801;
121;"BASKETBAL";"";"LEERDAMHOF";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld";497;"Leerdamhof.jpg";"POINT(4.977333 52.306719)";4.977333;52.306719;4,977333;52,306719;
122;"BASKETBAL";"";"LEKSMONDPLEIN";"Basketbal";"Schoolplein";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning";363;"Leksmondplein.jpg";"POINT(4.97988 52.308777)";4.97988;52.308777;4,97988;52,308777;
123;"BASKETBAL";"";"KOUWENOORD";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalveld";360;"Kouwenoord.jpg";"POINT(4.986 52.316276)";4.986;52.316276;4,986;52,316276;
124;"BASKETBAL";"";"KANTERSHOF";"Basketbal";"Plein";"Geen";"Stoeptegels";"Nee";"Basketbalveld met belijning, zitbanken naast veld";533;"Kantershof.jpg";"POINT(4.991401 52.317525)";4.991401;52.317525;4,991401;52,317525;
125;"BASKETBAL";"";"GARSTKAMP";"Basketbal";"Schoolplein";"Kooi open";"Asfalt";"Nee";"Basketbalveld met belijning";551;"Garstkamp.jpg";"POINT(4.982684 52.324515)";4.982684;52.324515;4,982684;52,324515;
126;"BASKETBAL";"";"KRAAIENNEST";"Basketbal";"Plein";"Kooi open";"Asfalt";"Nee";"Basketbalveld met belijning";350;"Kraaiennest_7.jpg";"POINT(4.979755 52.317621)";4.979755;52.317621;4,979755;52,317621;
127;"BASKETBAL";"";"KORTVOORT";"Basketbal";"Schoolplein";"Geen";"Stoeptegels";"Nee";"Basketbalveld";323;"Kortvoort.jpg";"POINT(4.972871 52.315071)";4.972871;52.315071;4,972871;52,315071;
128;"BASKETBAL";"";"KARTINISTRAAT";"Basketbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld combi-veld, zitbanken naast veld";469;"RAKartinistraat_1.jpg";"POINT(4.966185 52.322687)";4.966185;52.322687;4,966185;52,322687;
129;"BASKETBAL";"";"GULDENKRUISPAD";"Basketbal";"Plantsoen";"Geen";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld";546;"Guldenkruispad_2.jpg";"POINT(4.965997 52.319325)";4.965997;52.319325;4,965997;52,319325;
130;"BASKETBAL";"";"ECHTENSTEIN";"Basketbal";"Schoolplein";"Geen";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld";394;"Echtenstein.jpg";"POINT(4.959309 52.323921)";4.959309;52.323921;4,959309;52,323921;
131;"BASKETBAL";"";"BANKASTRAAT";"Basketbal";"Straat";"Gedeeltelijk";"Stoeptegels";"Nee";"Basketbalpaal";217;"Bankastraat_2.jpg";"POINT(4.931374 52.364674)";4.931374;52.364674;4,931374;52,364674;
132;"BASKETBAL";"";"MINAHASSASTRAAT";"Basketbal";"Straat";"Gedeeltelijk";"Stoeptegels";"Nee";"Basketbalpaal, combi-veld";94;"Minahassastraat.jpg";"POINT(4.933345 52.359981)";4.933345;52.359981;4,933345;52,359981;
133;"BASKETBAL";"";"AMBONPLEIN";"Basketbal";"Plein";"Hekwerk laag";"Klinkers";"Nee";"Basketbalveld, zitbanken naast veld";605;"Ambonplein.jpg";"POINT(4.937165 52.359672)";4.937165;52.359672;4,937165;52,359672;
134;"BASKETBAL";"";"BATAVIA";"Basketbal";"Speeltuin";"Geen";"Asfalt";"Nee";"Basketbalpaal, speeltuin Batavia";206;"Batavia_2.jpg";"POINT(4.940956 52.360765)";4.940956;52.360765;4,940956;52,360765;
135;"BASKETBAL";"";"SUMATRAPLANTSOEN";"Basketbal";"Plein";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";373;"Sumatraplantsoen_2.jpg";"POINT(4.943137 52.359946)";4.943137;52.359946;4,943137;52,359946;
136;"BASKETBAL";"";"KRAMATWEG";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning";560;"Kramatweg_2.jpg";"POINT(4.946624 52.363546)";4.946624;52.363546;4,946624;52,363546;
137;"BASKETBAL";"";"MAKASSERPLEIN";"Basketbal";"Plein";"Gedeeltelijk";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";155;"Makasserplein_2.jpg";"POINT(4.940712 52.364602)";4.940712;52.364602;4,940712;52,364602;
138;"BASKETBAL";"";"HILDO KROPPLEIN";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Ja";"Basketbalveld, veld ligt verdiept, zitbanken naast veld, combi-veld";296;"HildoKropplein_2.jpg";"POINT(4.9425 52.36779)";4.9425;52.36779;4,9425;52,36779;
139;"BASKETBAL";"";"BORNEOKADE";"Basketbal";"Plein";"Geen";"Asfalt";"Nee";"Basketbalpaal";569;"Borneokade.jpg";"POINT(4.935987 52.37012)";4.935987;52.37012;4,935987;52,37012;
140;"BASKETBAL";"";"BORNEOLAAN";"Basketbal";"Straat";"Kooi gesloten";"Asfalt";"Ja";"Basketbalveld, tevens voetbalveld, zitbanken naast veld, combi-veld";222;"Borneolaan.jpg";"POINT(4.939132 52.371328)";4.939132;52.371328;4,939132;52,371328;
141;"BASKETBAL";"";"RIETLANDPARK";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Ja";"Basketbalveld met belijning, zitbanken naast veld";433;"Rietlandpark_3.jpg";"POINT(4.935613 52.373714)";4.935613;52.373714;4,935613;52,373714;
142;"BASKETBAL";"";"SUMATRAKADE";"Basketbal";"Plein";"Ballenvangers";"Asfalt";"Ja";"Basketbalveld met belijning";753;"Sumatrakade_2.jpg";"POINT(4.922683 52.380018)";4.922683;52.380018;4,922683;52,380018;
143;"BASKETBAL";"";"ERICH SALOMONSTRAAT";"Basketbal";"Plein";"Kooi gesloten";"Asfalt";"Ja";"Basketbalveld met belijning";550;"ErichSalomonstraat.jpg";"POINT(5.000228 52.354745)";5.000228;52.354745;5,000228;52,354745;
144;"BASKETBAL";"";"WAGENAARSTRAAT";"Basketbal";"Straat";"Kooi open";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld, combi-veld";237;"Wagenaarstraat.jpg";"POINT(4.929828 52.363626)";4.929828;52.363626;4,929828;52,363626;
145;"BASKETBAL";"";"OOSTERPARK";"Basketbal";"Speeltuin";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning, speeltuin Oosterpark, zitbanken naast veld, combi-veld";304;"Oosterpark_4.jpg";"POINT(4.916384 52.360481)";4.916384;52.360481;4,916384;52,360481;
146;"BASKETBAL";"";"IEPENPLEIN";"Basketbal";"Plein";"Geen";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld";347;"Iepenplein.jpg";"POINT(4.914742 52.356179)";4.914742;52.356179;4,914742;52,356179;
147;"BASKETBAL";"";"MARITZSTRAAT";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Ja";"Basketbalpaal met belijning, combi-veld";212;"Maritzstraat_2.jpg";"POINT(4.918846 52.355305)";4.918846;52.355305;4,918846;52,355305;
148;"BASKETBAL";"";"TRANSVAALKWARTIER";"Basketbal";"Speeltuin";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld met belijning, speeltuin Transvaalkwartier, zitbanken naast veld, combi-veld";557;"Transvaalkwartier_2.jpg";"POINT(4.916723 52.353436)";4.916723;52.353436;4,916723;52,353436;
149;"BASKETBAL";"";"TRANSVAALKWARTIER";"Basketbal";"Speeltuin";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld met belijning, speeltuin Transvaalkwartier, zitbanken naast veld, combi-veld";556;"Transvaalkwartier_2.jpg";"POINT(4.916898 52.353599)";4.916898;52.353599;4,916898;52,353599;
150;"BASKETBAL";"";"CILIERSSTRAAT";"Basketbal";"Plantsoen";"Hekwerk laag";"Asfalt";"Nee";"Basketbalpaal met belijning, zitbanken naast veld";317;"Cilliersstraat.jpg";"POINT(4.925315 52.357164)";4.925315;52.357164;4,925315;52,357164;
151;"BASKETBAL";"";"POLDERWEG";"Basketbal";"Straat";"Kooi open";"Asfalt";"Nee";"Basketbalveld met belijning, combi-veld";400;"Polderweg_2.jpg";"POINT(4.930075 52.358189)";4.930075;52.358189;4,930075;52,358189;
152;"BASKETBAL";"";"LINNAEUSKADE";"Basketbal";"Plantsoen";"Kooi open";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld, combi-veld";145;"Linnaeuskade.jpg";"POINT(4.930889 52.356125)";4.930889;52.356125;4,930889;52,356125;
153;"BASKETBAL";"";"LINNAEUSPARKKWARTIER";"Basketbal";"Speeltuin";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld met belijning, speeltuin Linnaeusparkkwartier, zitbanken naast het veld, combi-veld";842;"Linnaeusparkkwartier_2.jpg";"POINT(4.939359 52.351745)";4.939359;52.351745;4,939359;52,351745;
154;"BASKETBAL";"";"OSTWALDSTRAAT";"Basketbal";"Plein";"Geen";"Stoeptegels";"Nee";"Basketbalveld";506;"Ostwaldstraat_3.jpg";"POINT(4.93452 52.348419)";4.93452;52.348419;4,93452;52,348419;
155;"BASKETBAL";"";"SPEELTUINOOST";"Basketbal";"Speeltuin";"Hekwerk laag";"Asfalt";"Ja";"Basketbalveld met belijning, speeltuin Oost, zitbanken naast veld";429;"SpeeltuinOost_2.jpg";"POINT(4.948377 52.339241)";4.948377;52.339241;4,948377;52,339241;
156;"BASKETBAL";"";"RUSTHOFSTRAAT";"Basketbal";"Plantsoen";"Ballenvangers";"Stoeptegels";"Nee";"Basketbalveld met belijning, zitbanken naast veld";98;"Rusthofstraat_2.jpg";"POINT(4.921336 52.343209)";4.921336;52.343209;4,921336;52,343209;
157;"BASKETBAL";"";"DONBOSCO";"Basketbal";"Speeltuin";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld, speeltuin Don Bosco, zitbanken naast veld, combi-veld";476;"DonBosco_2.jpg";"POINT(4.924706 52.352219)";4.924706;52.352219;4,924706;52,352219;
158;"BASKETBAL";"";"KRUGERPLEIN";"Basketbal";"Plein";"Geen";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld";531;"Krugerplein.jpg";"POINT(4.919918 52.353898)";4.919918;52.353898;4,919918;52,353898;
159;"BASKETBAL";"";"NIEUWMARKT";"Basketbal";"Plein";"Kooi open";"Asfalt";"Ja";"Basketbalpaal, originele oplossing veldafzetting (zie foto), zitbanken naast veld";341;"Nieuwmarkt.jpg";"POINT(4.901197 52.371987)";4.901197;52.371987;4,901197;52,371987;
160;"BASKETBAL";"";"PYRAMIDE";"Basketbal";"Speeltuin";"Kooi open";"Asfalt";"Nee";"Basketbalveld met belijning, speeltuin Pyramide, zitbanken naast veld, combi-veld";931;"Pyramide_2.jpg";"POINT(4.893025 52.38059)";4.893025;52.38059;4,893025;52,38059;
161;"BASKETBAL";"";"NOORDERSPEELTUIN";"Basketbal";"Speeltuin";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld, speeltuin NoorderSpeeltuin, zitbanken naast veld, combi-veld";334;"NoorderSpeeltuin_2.jpg";"POINT(4.882319 52.379188)";4.882319;52.379188;4,882319;52,379188;
162;"BASKETBAL";"";"MARNIXPLANTSOEN";"Basketbal";"Plantsoen";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld";265;"Marnixplantsoen_1.jpg";"POINT(4.880923 52.381887)";4.880923;52.381887;4,880923;52,381887;
163;"BASKETBAL";"";"GROENMARKTKADE";"Basketbal";"Plein";"Kooi gesloten";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld, combi-veld";207;"Groenmarktkade.jpg";"POINT(4.87567 52.371197)";4.87567;52.371197;4,87567;52,371197;
164;"BASKETBAL";"";"UJKLAREN";"Basketbal";"Speeltuin";"Geen";"Stoeptegels";"Nee";"Basketbalpaal, speeltuin U J Klaren, zitbanken naast veld";297;"UJKlaren_2.jpg";"POINT(4.892518 52.358829)";4.892518;52.358829;4,892518;52,358829;
165;"BASKETBAL";"";"GESCHUTSWERF";"Basketbal";"Plein";"Kooi gesloten";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld, combi-veld";712;"Geschutswerf_2.jpg";"POINT(4.921013 52.367079)";4.921013;52.367079;4,921013;52,367079;
166;"BASKETBAL";"";"WITTENBURGERSTRAAT";"Basketbal";"Plein";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";437;"KWittenburgerstraat.jpg";"POINT(4.92049 52.370716)";4.92049;52.370716;4,92049;52,370716;
167;"BASKETBAL";"";"BIJLTJESPAD";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Ja";"Basketbalveld, veld ligt verdiept, zitbanken naast veld";372;"Bijltjespad.jpg";"POINT(4.917207 52.371503)";4.917207;52.371503;4,917207;52,371503;
168;"BASKETBAL";"";"OOSTERSPEELTUIN";"Basketbal";"Speeltuin";"Geen";"Stoeptegels";"Nee";"Basketbalveld, speeltuin Ooster Speeltuin, zitbanken naast veld";294;"OosterSpeeltuin.jpg";"POINT(4.926438 52.367801)";4.926438;52.367801;4,926438;52,367801;
169;"BASKETBAL";"";"MEERHUIZENPLEIN";"Basketbal";"Plein";"Ballenvangers";"Stoeptegels";"Nee";"Basketbalveld, veld ligt verdiept, zitbanken naast veld, combi-veld, ballenvangers (1 zijde)";355;"Meerhuizenplein.jpg";"POINT(4.907935 52.347658)";4.907935;52.347658;4,907935;52,347658;
170;"BASKETBAL";"";"JEKERSTRAAT";"Basketbal";"Plantsoen";"Hekwerk laag";"Stoeptegels";"Nee";"Basketbalveld, combi-veld";580;"Jekerstraat_2.jpg";"POINT(4.896476 52.346002)";4.896476;52.346002;4,896476;52,346002;
171;"BASKETBAL";"";"ROERSTRAAT";"Basketbal";"Plein";"Hekwerk laag";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld";544;"Roerstraat.jpg";"POINT(4.897157 52.344181)";4.897157;52.344181;4,897157;52,344181;
172;"BASKETBAL";"";"KENNEDYPLANTSOEN";"Basketbal";"Plantsoen";"Geen";"Stoeptegels";"Nee";"Basketbalveld, kleine doelen, veld ligt verdiept, zitbanken naast veld, combi-veld";291;"PKennedyplantsoen_2.jpg";"POINT(4.899439 52.340847)";4.899439;52.340847;4,899439;52,340847;
173;"BASKETBAL";"";"GAASPSTRAAT";"Basketbal";"Speeltuin";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld, speeltuin Amsterdam Zuid, zitbanken naast veld";1344;"Gaaspstraat_2.jpg";"POINT(4.907616 52.34452)";4.907616;52.34452;4,907616;52,34452;
174;"BASKETBAL";"";"OPVELD";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalpaal, veld ligt verdiept, zitbanken naast veld";125;"Opveld_2.jpg";"POINT(4.880934 52.324232)";4.880934;52.324232;4,880934;52,324232;
175;"BASKETBAL";"";"BRITTENBURG";"Basketbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";347;"Brittenburg.jpg";"POINT(4.870964 52.326391)";4.870964;52.326391;4,870964;52,326391;
176;"BASKETBAL";"";"BOECKENBURG";"Basketbal";"Schoolplein";"Hekwerk laag";"Stoeptegels";"Nee";"Basketbalveld";239;"Broeckenburg.jpg";"POINT(4.874757 52.326902)";4.874757;52.326902;4,874757;52,326902;
177;"BASKETBAL";"";"ZEELANDSTRAAT";"Basketbal";"Plantsoen";"Geen";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";86;"Zeelandstraat_2.jpg";"POINT(4.877804 52.327247)";4.877804;52.327247;4,877804;52,327247;
178;"BASKETBAL";"";"GOUDESTEIN";"Basketbal";"Speeltuin";"Ballenvangers";"Asfalt";"Nee";"Basketbalpaal met belijning, speeltuin Goudestein, zitbanken naast veld";566;"Goudestein_2.jpg";"POINT(4.861363 52.325773)";4.861363;52.325773;4,861363;52,325773;
179;"BASKETBAL";"";"BILJOEN";"Basketbal";"Plein";"Geen";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";77;"Biljoen.jpg";"POINT(4.866682 52.331288)";4.866682;52.331288;4,866682;52,331288;
180;"BASKETBAL";"";"BEATRIXPARK";"Basketbal";"Park";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";403;"Beatrixpark.jpg";"POINT(4.882106 52.341161)";4.882106;52.341161;4,882106;52,341161;
181;"BASKETBAL";"";"DINTELSTRAAT";"Basketbal";"Schoolplein";"Geen";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld";550;"Dintelstraat.jpg";"POINT(4.893077 52.34553)";4.893077;52.34553;4,893077;52,34553;
182;"BASKETBAL";"";"ROOMTUINTJES";"Basketbal";"Plein";"Hekwerk laag";"Stoeptegels";"Ja";"Basketbalpaal met achtervanger";329;"";"POINT(4.93026 52.364517)";4.93026;52.364517;4,93026;52,364517;
183;"BASKETBAL";"";"TIMORPLEIN";"Basketbal";"Plein";"Hekwerk";"Asfalt";"Nee";"Een basketbalpaal";258;"";"POINT(4.935243 52.365318)";4.935243;52.365318;4,935243;52,365318;
184;"BASKETBAL";"";"EKINGENSTRAAT";"Basketbal";"Straat";"Geen";"Asfalt";"Nee";"Basketbalveld dit najaar klaar";213;"";"POINT(4.797266 52.356281)";4.797266;52.356281;4,797266;52,356281;
185;"BASKETBAL";"";"VINKENSTRAAT";"Basketbal";"Straat";"Hekwerk laag";"Tegels";"Nee";"Basketbalpaal";32;"";"POINT(4.886406 52.38272)";4.886406;52.38272;4,886406;52,38272;
186;"BASKETBAL";"";"VELD 14";"Basketbal";"Sportveld";"Kooi gesloten";"Asfalt";"Ja";"Basketbalveld, combi-veld";713;"";"POINT(4.951861 52.347513)";4.951861;52.347513;4,951861;52,347513;
187;"BASKETBAL";"";"BELOEGASTRAAT";"Basketbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld";482;"Beloegastraat.jpg";"POINT(4.886212 52.422039)";4.886212;52.422039;4,886212;52,422039;
188;"VOETBAL";"";"PETMOLEN";"Voetbal";"Plantsoen";"Geen";"Gras";"Nee";"Voetbalveld, kleine doelen";450;"Petmolen.jpg";"POINT(4.886738 52.418446)";4.886738;52.418446;4,886738;52,418446;
189;"VOETBAL";"";"WATERMOLEN";"Voetbal";"Plantsoen";"Geen";"Gras";"Nee";"Voetbalveld";893;"Watermolen.jpg";"POINT(4.88986 52.419214)";4.88986;52.419214;4,88986;52,419214;
190;"VOETBAL";"";"NIEUWENDAM";"Voetbal";"Speeltuin";"Ballenvangers";"Asfalt";"Ja";"Voetbalveld, kleine doelen, speeltuin Nieuwendam";842;"Nieuwendam_2.jpg";"POINT(4.950398 52.388859)";4.950398;52.388859;4,950398;52,388859;
191;"VOETBAL";"";"WERENGOUW";"Voetbal";"Plein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbalveld";673;"Werengouw.jpg";"POINT(4.956218 52.390112)";4.956218;52.390112;4,956218;52,390112;
192;"VOETBAL";"";"BUSSUMSTRAAT";"Voetbal";"Plein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbaldoel, kleine doelen, veld ligt verdiept";555;"Bussumstraat.jpg";"POINT(4.956855 52.391049)";4.956855;52.391049;4,956855;52,391049;
193;"VOETBAL";"";"CORVERSBOSSTRAAT";"Voetbal";"Schoolplein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, veld gedeeltelijk afgezet met spijlenhekwerk";586;"Corversbosstraat_2.jpg";"POINT(4.960356 52.39205)";4.960356;52.39205;4,960356;52,39205;
194;"VOETBAL";"";"PETTENSTRAAT";"Voetbal";"Straat";"Geen";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, laag hek achter 1 doel";383;"Pettenstraat.jpg";"POINT(4.954377 52.396558)";4.954377;52.396558;4,954377;52,396558;
195;"VOETBAL";"";"ELPERMEER";"Voetbal";"Plantsoen";"Geen";"Stoeptegels";"Nee";"Voetbalveld, zitbanken naast veld, combi-veld";366;"Elpermeer.jpg";"POINT(4.946675 52.402848)";4.946675;52.402848;4,946675;52,402848;
196;"VOETBAL";"";"MARIENDAAL";"Voetbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, 2 lange zijden laag spijlenhekwerk, zitbanken naast veld";817;"Mariendaal.jpg";"POINT(4.940941 52.401676)";4.940941;52.401676;4,940941;52,401676;
197;"VOETBAL";"";"IJPLEIN";"Voetbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Voetbalveld, kleine doelen";290;"IJplein_2.jpg";"POINT(4.911257 52.382813)";4.911257;52.382813;4,911257;52,382813;
198;"VOETBAL";"";"SPREEUWENPARK";"Voetbal";"Plantsoen";"Kooi open";"Asfalt";"Nee";"Voetbalveld, combi-veld";532;"Spreeuwenpark_2.jpg";"POINT(4.914415 52.384174)";4.914415;52.384174;4,914415;52,384174;
199;"VOETBAL";"";"KETELMAKERIJ";"Voetbal";"Straat";"Kooi gesloten";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";319;"Ketelmakerij.jpg";"POINT(4.917869 52.383873)";4.917869;52.383873;4,917869;52,383873;
200;"VOETBAL";"";"MEEUWENPLEIN";"Voetbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, zitbanken naast veld";911;"Meeuwenplein.jpg";"POINT(4.922478 52.388412)";4.922478;52.388412;4,922478;52,388412;
201;"VOETBAL";"";"NOORDERLING";"Voetbal";"Speeltuin";"Kooi gesloten";"Asfalt";"Ja";"Voetbalveld, kleine doelen, speeltuin De Noorderling";635;"DeNoorderling_2.jpg";"POINT(4.930991 52.391959)";4.930991;52.391959;4,930991;52,391959;
202;"VOETBAL";"";"TEXELPLEIN";"Voetbal";"Plein";"Kooi gesloten";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen";211;"Texelplein.jpg";"POINT(4.926031 52.39282)";4.926031;52.39282;4,926031;52,39282;
203;"VOETBAL";"";"LOENERMARK";"Voetbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, kleine doelen";480;"Loenermark_2.jpg";"POINT(4.931514 52.398234)";4.931514;52.398234;4,931514;52,398234;
204;"VOETBAL";"";"BREEDVELD";"Voetbal";"Plantsoen";"Geen";"Onverhard";"Nee";"Voetbalveld";1013;"Breedveld_1.jpg";"POINT(4.934429 52.39625)";4.934429;52.39625;4,934429;52,39625;
205;"VOETBAL";"";"DRIEMASTER";"Voetbal";"Schoolplein";"Hekwerk laag";"Stoeptegels";"Nee";"Voetbalveld, combi-veld";310;"DeDriemaster.jpg";"POINT(4.921473 52.40721)";4.921473;52.40721;4,921473;52,40721;
206;"VOETBAL";"";"PARLEVINKER";"Voetbal";"Schoolplein";"Hekwerk laag";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen";625;"Parlevinker.jpg";"POINT(4.921713 52.410895)";4.921713;52.410895;4,921713;52,410895;
207;"VOETBAL";"";"OVERSLAG";"Voetbal";"Plantsoen";"Ballenvangers";"Asfalt";"Ja";"Voetbalveld met belijning, kleine doelen, zitbanken naast veld";512;"Overslag_2.jpg";"POINT(4.9195 52.410338)";4.9195;52.410338;4,9195;52,410338;
